year,school_name,elevated_result,math_score,ela_score,dbn,total_enrollment,grade_pk_half_day_full_day,grade_k,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,number_female,percent_female,number_male,percent_male,number_asian,percent_asian,number_black,percent_black,number_hispanic,percent_hispanic,number_multiple_race_categories_not_represented,percent_multiple_race_categories_not_represented,number_white,percent_white,number_students_with_disabilities,percent_students_with_disabilities,number_english_language_learners,percent_english_language_learners,number_poverty,percent_poverty,economic_need_index,school_year
2017,P.S. 069 JOURNEY PREP SCHOOL,1,314,320,08X069,605,54,87,107,89,101,83,84,0,0,0,0,0,0,0,296,48.9,309,51.1,9,1.5,91,15,490,81,6,1,9,1.5,145,24,47,7.8,542,89.6,72.6,2016-17
2017,P.S. 070,1,310,311,30Q070,931,119,133,146,143,122,135,133,0,0,0,0,0,0,0,432,46.4,499,53.6,162,17.4,22,2.4,390,41.9,17,1.8,340,36.5,124,13.3,208,22.3,770,82.7,55.3,2016-17
2017,P.S. 070 MAX SCHOENFELD,1,279,281,09X070,1282,0,205,216,207,208,218,228,0,0,0,0,0,0,0,622,48.5,660,51.5,7,0.5,342,26.7,920,71.8,3,0.2,10,0.8,246,19.2,342,26.7,1260,98.3,88.4,2016-17
2017,P.S. 071 FOREST,1,307,305,24Q071,841,63,116,121,112,145,143,141,0,0,0,0,0,0,0,402,47.8,439,52.2,24,2.9,11,1.3,479,57,14,1.7,313,37.2,156,18.5,136,16.2,702,83.5,60.2,2016-17
2017,P.S. 071 ROSE E. SCALA,1,306,306,08X071,1695,0,114,181,200,198,221,211,191,185,194,0,0,0,0,827,48.8,868,51.2,131,7.7,79,4.7,1053,62.1,22,1.3,410,24.2,334,19.7,143,8.4,1269,74.9,47.9,2016-17
2017,P.S. 072 DR. WILLIAM DORNEY,1,293,299,08X072,858,71,156,119,118,125,133,136,0,0,0,0,0,0,0,413,48.1,445,51.9,34,4,169,19.7,616,71.8,1,0.1,38,4.4,247,28.8,45,5.2,739,86.1,74.4,2016-17
2017,P.S. 073 BRONX,1,269,281,09X073,734,36,101,120,133,121,123,100,0,0,0,0,0,0,0,336,45.8,398,54.2,1,0.1,186,25.3,531,72.3,5,0.7,11,1.5,150,20.4,172,23.4,670,91.3,89.4,2016-17
2017,P.S. 075 EMILY DICKINSON,1,312,312,03M075,575,0,86,104,112,93,98,82,0,0,0,0,0,0,0,259,45,316,55,14,2.4,133,23.1,316,55,21,3.7,91,15.8,201,35,81,14.1,416,72.3,62.1,2016-17
2017,P.S. 075 MAYDA CORTIELLA,1,283,284,32K075,386,33,53,56,61,64,56,63,0,0,0,0,0,0,0,192,49.7,194,50.3,4,1,94,24.4,281,72.8,0,0,7,1.8,95,24.6,67,17.4,317,82.1,85.2,2016-17
2017,P.S. 076 A. PHILIP RANDOLPH,1,276,289,03M076,508,38,55,53,48,56,48,49,55,57,49,0,0,0,0,264,52,244,48,0,0,394,77.6,96,18.9,3,0.6,15,3,108,21.3,43,8.5,477,93.9,86.9,2016-17
2017,P.S. 076 THE BENNINGTON SCHOOL,1,280,290,11X076,979,0,133,164,165,177,163,177,0,0,0,0,0,0,0,462,47.2,517,52.8,31,3.2,445,45.5,415,42.4,12,1.2,76,7.8,171,17.5,130,13.3,613,62.6,67.9,2016-17
2017,P.S. 076 WILLIAM HALLET,1,289,290,30Q076,508,52,86,84,80,66,69,71,0,0,0,0,0,0,0,249,49,259,51,46,9.1,150,29.5,249,49,13,2.6,50,9.8,177,34.8,85,16.7,350,68.9,76.8,2016-17
2017,P.S. 078 ANNE HUTCHINSON,1,287,296,11X078,823,36,140,120,139,128,130,130,0,0,0,0,0,0,0,386,46.9,437,53.1,12,1.5,579,70.4,194,23.6,11,1.3,27,3.3,146,17.7,47,5.7,710,86.3,69.3,2016-17
2017,P.S. 079 FRANCIS LEWIS,1,334,330,25Q079,1095,36,144,177,186,186,186,180,0,0,0,0,0,0,0,506,46.2,589,53.8,534,48.8,8,0.7,214,19.5,11,1,328,30,140,12.8,103,9.4,590,53.9,25.6,2016-17
2017,P.S. 081 ROBERT J. CHRISTEN,1,326,327,10X081,740,0,140,127,133,118,114,108,0,0,0,0,0,0,0,354,47.8,386,52.2,49,6.6,57,7.7,399,53.9,27,3.6,208,28.1,127,17.2,69,9.3,339,45.8,31.2,2016-17
2017,P.S. 081 THADDEUS STEVENS,1,282,295,16K081,315,38,39,48,49,49,47,45,0,0,0,0,0,0,0,168,53.3,147,46.7,15,4.8,181,57.5,104,33,13,4.1,2,0.6,96,30.5,22,7,293,93,86.4,2016-17
2017,P.S. 082 HAMMOND,1,293,301,28Q082,646,0,110,101,121,109,103,102,0,0,0,0,0,0,0,330,51.1,316,48.9,166,25.7,43,6.7,412,63.8,11,1.7,14,2.2,107,16.6,214,33.1,383,59.3,66.9,2016-17
2017,P.S. 083 DONALD HERTZ,1,303,306,11X083,1750,0,125,163,197,200,198,184,221,236,226,0,0,0,0,858,49,892,51,157,9,131,7.5,857,49,14,0.8,591,33.8,337,19.3,258,14.7,833,47.6,55.9,2016-17
2017,P.S. 083 LUIS MUNOZ RIVERA,1,307,310,04M083,457,18,61,73,77,80,83,65,0,0,0,0,0,0,0,218,47.7,239,52.3,58,12.7,86,18.8,289,63.2,6,1.3,18,3.9,97,21.2,49,10.7,411,89.9,69.8,2016-17
2017,P.S. 084 JOSE DE DIEGO,1,295,301,14K084,799,63,69,82,94,115,96,62,71,78,69,0,0,0,0,393,49.2,406,50.8,26,3.3,36,4.5,504,63.1,31,3.9,202,25.3,141,17.6,129,16.1,338,42.3,51.3,2016-17
2017,P.S. 084 LILLIAN WEBER,0,318,322,03M084,565,36,102,91,103,89,78,66,0,0,0,0,0,0,0,301,53.3,264,46.7,20,3.5,62,11,230,40.7,27,4.8,226,40,104,18.4,48,8.5,267,47.3,42.9,2016-17
2017,P.S. 084 STEINWAY,1,306,313,30Q084,283,40,39,54,34,40,29,47,0,0,0,0,0,0,0,147,51.9,136,48.1,24,8.5,14,4.9,110,38.9,4,1.4,131,46.3,54,19.1,33,11.7,115,40.6,50.1,2016-17
2017,P.S. 085 GREAT EXPECTATIONS,1,277,280,10X085,989,75,145,134,151,153,166,165,0,0,0,0,0,0,0,485,49,504,51,10,1,261,26.4,704,71.2,10,1,4,0.4,229,23.2,274,27.7,949,96,88.5,2016-17
2017,P.S. 085 JUDGE CHARLES VALLONE,1,326,333,30Q085,605,49,103,99,88,88,106,72,0,0,0,0,0,0,0,308,50.9,297,49.1,112,18.5,16,2.6,185,30.6,31,5.1,261,43.1,73,12.1,70,11.6,189,31.2,40.3,2016-17
2017,P.S. 086 KINGSBRIDGE HEIGHTS,1,307,301,10X086,1705,40,230,227,276,252,207,271,202,0,0,0,0,0,0,853,50,852,50,71,4.2,122,7.2,1477,86.6,14,0.8,21,1.2,359,21.1,519,30.4,1345,78.9,85.8,2016-17
2017,P.S. 086 THE IRVINGTON,0,294,293,32K086,388,0,60,76,62,66,66,58,0,0,0,0,0,0,0,178,45.9,210,54.1,14,3.6,6,1.5,361,93,1,0.3,6,1.5,80,20.6,99,25.5,379,97.7,84.4,2016-17
2017,P.S. 087 BRONX,1,289,295,11X087,601,0,70,95,97,115,103,121,0,0,0,0,0,0,0,270,44.9,331,55.1,35,5.8,431,71.7,94,15.6,35,5.8,6,1,129,21.5,12,2,527,87.7,63.2,2016-17
2017,P.S. 087 WILLIAM SHERMAN,1,340,340,03M087,877,19,140,163,148,155,135,117,0,0,0,0,0,0,0,434,49.5,443,50.5,59,6.7,52,5.9,128,14.6,87,9.9,551,62.8,167,19,29,3.3,79,9,10.3,2016-17
2017,P.S. 088 SENECA,1,304,301,24Q088,1033,35,148,163,174,179,157,177,0,0,0,0,0,0,0,492,47.6,541,52.4,69,6.7,19,1.8,509,49.3,9,0.9,427,41.3,174,16.8,171,16.6,752,72.8,54,2016-17
2017,P.S. 089 BRONX,1,297,302,11X089,1510,53,134,178,159,177,156,144,164,159,186,0,0,0,0,740,49,770,51,130,8.6,295,19.5,821,54.4,16,1.1,248,16.4,264,17.5,317,21,912,60.4,66.8,2016-17
2017,P.S. 089 CYPRESS HILLS,1,280,291,19K089,462,18,42,48,42,44,49,52,52,55,60,0,0,0,0,244,52.8,218,47.2,4,0.9,16,3.5,436,94.4,6,1.3,0,0,122,26.4,194,42,437,94.6,79.3,2016-17
2017,P.S. 089 ELMHURST,1,307,308,24Q089,1995,0,307,323,330,337,376,322,0,0,0,0,0,0,0,998,50,997,50,426,21.4,2,0.1,1518,76.1,14,0.7,35,1.8,319,16,894,44.8,1092,54.7,61.8,2016-17
2017,P.S. 090 HORACE MANN,1,309,304,27Q090,855,36,123,130,148,145,133,140,0,0,0,0,0,0,0,439,51.3,416,48.7,285,33.3,42,4.9,466,54.5,24,2.8,38,4.4,151,17.7,168,19.6,772,90.3,55.4,2016-17
2017,P.S. 091 BRONX,1,292,299,10X091,756,0,133,139,119,134,114,117,0,0,0,0,0,0,0,378,50,378,50,25,3.3,127,16.8,579,76.6,13,1.7,12,1.6,171,22.6,299,39.6,718,95,87.6,2016-17
2017,P.S. 091 RICHARD ARKWRIGHT,1,301,300,24Q091,765,73,118,122,102,106,120,124,0,0,0,0,0,0,0,382,49.9,383,50.1,30,3.9,14,1.8,377,49.3,6,0.8,338,44.2,172,22.5,90,11.8,545,71.2,48.3,2016-17
2017,P.S. 091 THE ALBANY AVENUE SCHOOL,1,290,297,17K091,339,37,50,42,48,48,43,71,0,0,0,0,0,0,0,161,47.5,178,52.5,6,1.8,288,85,29,8.6,8,2.4,8,2.4,77,22.7,29,8.6,316,93.2,72.9,2016-17
2017,P.S. 092 ADRIAN HEGEMAN,1,281,291,17K092,468,36,62,78,69,80,82,61,0,0,0,0,0,0,0,220,47,248,53,48,10.3,333,71.2,77,16.5,4,0.9,6,1.3,80,17.1,94,20.1,407,87,72,2016-17
2017,P.S. 092 HARRY T. STEWART SR.,1,295,294,30Q092,930,80,139,128,147,145,154,137,0,0,0,0,0,0,0,466,50.1,464,49.9,17,1.8,14,1.5,893,96,5,0.5,1,0.1,183,19.7,257,27.6,608,65.4,71.5,2016-17
2017,P.S. 092 MARY MCLEOD BETHUNE,1,294,304,05M092,277,16,38,46,49,49,38,41,0,0,0,0,0,0,0,134,48.4,143,51.6,2,0.7,166,59.9,104,37.5,3,1.1,2,0.7,88,31.8,28,10.1,273,98.6,89.8,2016-17
2017,P.S. 093 ALBERT G. OLIVER,1,289,293,08X093,358,65,46,44,47,46,58,52,0,0,0,0,0,0,0,169,47.2,189,52.8,1,0.3,190,53.1,155,43.3,8,2.2,4,1.1,92,25.7,23,6.4,221,61.7,65.2,2016-17
2017,P.S. 093 WILLIAM H. PRESCOTT,1,291,290,13K093,291,34,37,47,44,45,47,37,0,0,0,0,0,0,0,131,45,160,55,63,21.6,207,71.1,12,4.1,2,0.7,7,2.4,59,20.3,34,11.7,265,91.1,84,2016-17
2017,P.S. 094 DAVID D. PORTER,1,333,333,26Q094,365,0,56,65,58,51,63,72,0,0,0,0,0,0,0,175,47.9,190,52.1,184,50.4,16,4.4,75,20.5,7,1.9,83,22.7,57,15.6,36,9.9,158,43.3,22.1,2016-17
2017,P.S. 094 KINGS COLLEGE SCHOOL,1,275,285,10X094,1271,0,204,252,217,209,191,198,0,0,0,0,0,0,0,617,48.5,654,51.5,127,10,226,17.8,847,66.6,32,2.5,39,3.1,293,23.1,343,27,1205,94.8,80.8,2016-17
2017,P.S. 094 THE HENRY LONGFELLOW,1,315,302,15K094,1437,0,222,247,258,224,247,239,0,0,0,0,0,0,0,722,50.2,715,49.8,931,64.8,9,0.6,475,33.1,1,0.1,21,1.5,122,8.5,855,59.5,1410,98.1,77.9,2016-17
2017,P.S. 095 EASTWOOD,1,314,320,29Q095,1508,0,234,234,244,272,280,244,0,0,0,0,0,0,0,766,50.8,742,49.2,606,40.2,154,10.2,656,43.5,73,4.8,19,1.3,158,10.5,371,24.6,886,58.8,63.9,2016-17
2017,P.S. 095 SHEILA MENCHER,0,289,300,10X095,1329,0,131,144,149,147,153,135,159,156,155,0,0,0,0,631,47.5,698,52.5,86,6.5,229,17.2,938,70.6,24,1.8,52,3.9,268,20.2,262,19.7,930,70,75,2016-17
2017,P.S. 095 THE GRAVESEND,1,320,314,21K095,923,18,98,144,128,142,129,119,56,48,41,0,0,0,0,448,48.5,475,51.5,285,30.9,85,9.2,345,37.4,7,0.8,201,21.8,172,18.6,127,13.8,537,58.2,66.9,2016-17
2017,P.S. 096,0,317,314,27Q096,311,34,45,51,49,51,38,43,0,0,0,0,0,0,0,146,46.9,165,53.1,141,45.3,70,22.5,47,15.1,44,14.1,9,2.9,34,10.9,39,12.5,261,83.9,48.7,2016-17
2017,P.S. 096 JOSEPH LANZETTA,1,276,287,04M096,450,8,38,27,38,50,43,41,54,73,78,0,0,0,0,209,46.4,241,53.6,9,2,120,26.7,303,67.3,5,1.1,13,2.9,140,31.1,88,19.6,418,92.9,91.1,2016-17
2017,P.S. 096 RICHARD RODGERS,1,293,293,11X096,955,0,150,156,146,171,162,170,0,0,0,0,0,0,0,470,49.2,485,50.8,38,4,231,24.2,592,62,10,1,84,8.8,201,21,89,9.3,663,69.4,75.5,2016-17
2017,P.S. 097 BRONX,1,300,303,11X097,741,36,110,115,115,120,128,117,0,0,0,0,0,0,0,372,50.2,369,49.8,131,17.7,202,27.3,271,36.6,19,2.6,118,15.9,151,20.4,59,8,568,76.7,46.3,2016-17
2017,P.S. 097 FOREST PARK,1,315,308,27Q097,747,37,122,102,119,132,113,122,0,0,0,0,0,0,0,365,48.9,382,51.1,137,18.3,20,2.7,542,72.6,15,2,33,4.4,141,18.9,163,21.8,649,86.9,60.3,2016-17
2017,P.S. 098 SHORAC KAPPOCK,1,272,279,06M098,536,80,66,79,79,71,84,77,0,0,0,0,0,0,0,255,47.6,281,52.4,1,0.2,14,2.6,502,93.7,2,0.4,17,3.2,105,19.6,195,36.4,481,89.7,78.3,2016-17
2017,P.S. 098 THE DOUGLASTON SCHOOL,1,336,330,26Q098,229,0,41,51,34,35,44,24,0,0,0,0,0,0,0,114,49.8,115,50.2,65,28.4,11,4.8,37,16.2,14,6.1,102,44.5,34,14.8,5,2.2,42,18.3,11.4,2016-17
2017,P.S. 099 ISAAC ASIMOV,1,305,303,21K099,879,36,89,89,118,113,89,93,69,93,90,0,0,0,0,453,51.5,426,48.5,368,41.9,68,7.7,158,18,7,0.8,278,31.6,123,14,274,31.2,490,55.7,66.6,2016-17
2017,P.S. 099 KEW GARDENS,1,321,312,28Q099,810,0,114,112,114,126,134,127,83,0,0,0,0,0,0,371,45.8,439,54.2,168,20.7,55,6.8,319,39.4,29,3.6,239,29.5,168,20.7,96,11.9,534,65.9,41.3,2016-17
2017,P.S. 100 GLEN MORRIS,1,323,316,27Q100,974,69,157,141,142,161,165,139,0,0,0,0,0,0,0,473,48.6,501,51.4,463,47.5,76,7.8,161,16.5,237,24.3,37,3.8,175,18,76,7.8,450,46.2,47.3,2016-17
2017,P.S. 100 ISAAC CLASON,1,268,290,08X100,596,36,88,103,81,100,95,93,0,0,0,0,0,0,0,281,47.1,315,52.9,3,0.5,178,29.9,396,66.4,12,2,7,1.2,161,27,39,6.5,436,73.2,85,2016-17
2017,P.S. 100 THE CONEY ISLAND SCHOOL,1,326,325,21K100,777,52,135,133,122,127,113,95,0,0,0,0,0,0,0,404,52,373,48,34,4.4,27,3.5,43,5.5,2,0.3,671,86.4,133,17.1,131,16.9,418,53.8,35.8,2016-17
2017,P.S. 101 SCHOOL IN THE GARDENS,1,333,331,28Q101,668,18,108,112,117,92,84,113,24,0,0,0,0,0,0,346,51.8,322,48.2,181,27.1,26,3.9,115,17.2,49,7.3,297,44.5,84,12.6,36,5.4,121,18.1,14.4,2016-17
2017,P.S. 101 THE VERRAZANO,1,328,329,21K101,885,0,125,136,152,160,157,155,0,0,0,0,0,0,0,428,48.4,457,51.6,471,53.2,5,0.6,154,17.4,10,1.1,245,27.7,183,20.7,191,21.6,488,55.1,57.1,2016-17
2017,P.S. 102 BAYVIEW,0,323,316,24Q102,1318,40,129,130,150,154,156,147,155,144,113,0,0,0,0,658,49.9,660,50.1,794,60.2,33,2.5,435,33,12,0.9,44,3.3,165,12.5,186,14.1,1133,86,47,2016-17
2017,P.S. 102 JACQUES CARTIER,1,294,302,04M102,313,25,40,50,51,52,52,43,0,0,0,0,0,0,0,145,46.3,168,53.7,32,10.2,84,26.8,164,52.4,18,5.8,15,4.8,91,29.1,34,10.9,269,85.9,77.3,2016-17
2017,P.S. 102 THE BAYVIEW,1,321,321,20K102,1428,0,245,230,256,228,225,244,0,0,0,0,0,0,0,710,49.7,718,50.3,215,15.1,16,1.1,380,26.6,34,2.4,783,54.8,251,17.6,241,16.9,931,65.2,50.8,2016-17
2017,P.S. 103 HECTOR FONTANEZ,1,282,296,11X103,1194,0,175,200,217,199,225,178,0,0,0,0,0,0,0,593,49.7,601,50.3,26,2.2,637,53.4,466,39,40,3.4,25,2.1,254,21.3,197,16.5,1033,86.5,79.2,2016-17
2017,P.S. 104 THE BAYS WATER,1,286,289,27Q104,730,66,123,117,123,102,97,102,0,0,0,0,0,0,0,339,46.4,391,53.6,31,4.2,337,46.2,323,44.2,10,1.4,29,4,161,22.1,87,11.9,505,69.2,76.8,2016-17
2017,P.S. 105 SEN ABRAHAM BERNSTEIN,1,304,304,11X105,1217,0,174,196,192,204,250,201,0,0,0,0,0,0,0,569,46.8,648,53.2,100,8.2,146,12,775,63.7,20,1.6,176,14.5,262,21.5,302,24.8,1116,91.7,75.9,2016-17
2017,P.S. 105 THE BAY SCHOOL,1,277,286,27Q105,834,35,78,94,108,90,100,87,74,79,89,0,0,0,0,392,47,442,53,23,2.8,541,64.9,250,30,7,0.8,13,1.6,233,27.9,37,4.4,671,80.5,86.7,2016-17
2017,P.S. 105 THE BLYTHEBOURNE,1,338,314,20K105,1598,0,250,282,264,265,264,273,0,0,0,0,0,0,0,769,48.1,829,51.9,1466,91.7,2,0.1,77,4.8,1,0.1,52,3.3,113,7.1,797,49.9,854,53.4,65.8,2016-17
2017,P.S. 106 EDWARD EVERETT HALE,1,285,287,32K106,455,24,53,86,69,73,77,73,0,0,0,0,0,0,0,205,45.1,250,54.9,5,1.1,46,10.1,402,88.4,0,0,2,0.4,118,25.9,129,28.4,429,94.3,79.8,2016-17
2017,P.S. 106 PARKCHESTER,1,305,303,11X106,1109,53,149,177,200,167,170,193,0,0,0,0,0,0,0,524,47.2,585,52.8,366,33,298,26.9,386,34.8,22,2,37,3.3,186,16.8,177,16,684,61.7,64.3,2016-17
2017,P.S. 107,1,294,300,08X107,551,18,85,91,99,80,92,86,0,0,0,0,0,0,0,270,49,281,51,4,0.7,177,32.1,350,63.5,5,0.9,15,2.7,179,32.5,62,11.3,544,98.7,91.8,2016-17
2017,P.S. 107 JOHN W. KIMBALL,0,339,342,15K107,578,0,99,97,88,104,95,95,0,0,0,0,0,0,0,311,53.8,267,46.2,48,8.3,23,4,53,9.2,10,1.7,444,76.8,75,13,11,1.9,44,7.6,6.1,2016-17
2017,P.S. 107 THOMAS A DOOLEY,1,319,318,25Q107,963,72,147,143,139,151,162,149,0,0,0,0,0,0,0,486,50.5,477,49.5,523,54.3,8,0.8,312,32.4,6,0.6,114,11.8,169,17.5,244,25.3,695,72.2,39.3,2016-17
2017,P.S. 108 CAPTAIN VINCENT G. FOWLER,1,319,318,27Q108,1490,36,224,214,250,278,265,223,0,0,0,0,0,0,0,719,48.3,771,51.7,591,39.7,101,6.8,678,45.5,41,2.8,79,5.3,219,14.7,140,9.4,1257,84.4,50.7,2016-17
2017,P.S. 108 PHILIP J. ABINANTI,0,316,314,11X108,596,18,102,95,89,104,108,80,0,0,0,0,0,0,0,282,47.3,314,52.7,66,11.1,37,6.2,253,42.4,13,2.2,227,38.1,92,15.4,73,12.2,478,80.2,45.8,2016-17
2017,P.S. 108 SAL ABBRACCIAMENTO,1,308,311,19K108,996,106,153,151,161,135,138,152,0,0,0,0,0,0,0,481,48.3,515,51.7,59,5.9,115,11.5,787,79,21,2.1,14,1.4,237,23.8,133,13.4,706,70.9,77.2,2016-17
2017,P.S. 109,1,288,305,22K109,682,40,55,61,59,68,74,55,96,98,76,0,0,0,0,335,49.1,347,50.9,12,1.8,532,78,111,16.3,9,1.3,18,2.6,179,26.2,45,6.6,604,88.6,63.3,2016-17
2017,P.S. 109 SEDGWICK,1,285,291,09X109,714,54,108,118,91,103,115,125,0,0,0,0,0,0,0,325,45.5,389,54.5,0,0,133,18.6,578,81,0,0,3,0.4,130,18.2,187,26.2,657,92,83.7,2016-17
2017,P.S. 11 THOMAS DONGAN SCHOOL,1,305,306,31R011,286,26,47,45,38,49,45,36,0,0,0,0,0,0,0,135,47.2,151,52.8,23,8,49,17.1,117,40.9,6,2.1,91,31.8,65,22.7,40,14,209,73.1,53.6,2016-17
2017,P.S. 110,0,320,311,24Q110,607,0,186,202,121,42,56,0,0,0,0,0,0,0,0,316,52.1,291,47.9,42,6.9,5,0.8,554,91.3,1,0.2,5,0.8,105,17.3,238,39.2,578,95.2,76.1,2016-17
2017,P.S. 110 FLORENCE NIGHTINGALE,1,337,331,01M110,383,32,62,54,50,59,76,50,0,0,0,0,0,0,0,179,46.7,204,53.3,70,18.3,37,9.7,161,42,10,2.6,105,27.4,55,14.4,20,5.2,221,57.7,48.5,2016-17
2017,P.S. 110 THE MONITOR,0,312,319,14K110,505,89,94,90,75,57,44,56,0,0,0,0,0,0,0,248,49.1,257,50.9,26,5.1,16,3.2,100,19.8,10,2,353,69.9,51,10.1,47,9.3,127,25.1,26,2016-17
2017,P.S. 110 THEODORE SCHOENFELD,0,292,296,09X110,469,35,67,75,92,64,65,71,0,0,0,0,0,0,0,242,51.6,227,48.4,2,0.4,191,40.7,254,54.2,0,0,22,4.7,104,22.2,70,14.9,448,95.5,89.9,2016-17
2017,P.S. 111 ADOLPH S. OCHS,1,299,308,02M111,334,43,42,57,48,45,47,52,0,0,0,0,0,0,0,158,47.3,176,52.7,57,17.1,47,14.1,157,47,11,3.3,62,18.6,84,25.1,51,15.3,173,51.8,52.8,2016-17
2017,P.S. 111 JACOB BLACKWELL,1,268,280,30Q111,284,20,48,35,19,23,37,26,20,23,33,0,0,0,0,131,46.1,153,53.9,11,3.9,125,44,133,46.8,3,1.1,12,4.2,92,32.4,50,17.6,252,88.7,89.6,2016-17
2017,P.S. 111 SETON FALLS,1,277,286,11X111,670,44,90,124,115,91,101,105,0,0,0,0,0,0,0,335,50,335,50,6,0.9,394,58.8,253,37.8,10,1.5,7,1,200,29.9,45,6.7,627,93.6,74.9,2016-17
2017,P.S. 112 BRONXWOOD,1,279,282,11X112,390,41,57,59,63,58,53,59,0,0,0,0,0,0,0,197,50.5,193,49.5,2,0.5,196,50.3,183,46.9,0,0,9,2.3,83,21.3,19,4.9,381,97.7,91.5,2016-17
2017,P.S. 112 DUTCH KILLS,1,312,312,30Q112,510,63,77,75,73,66,91,65,0,0,0,0,0,0,0,244,47.8,266,52.2,143,28,105,20.6,212,41.6,7,1.4,43,8.4,64,12.5,91,17.8,355,69.6,75.6,2016-17
2017,P.S. 112 LEFFERTS PARK,1,318,314,20K112,655,17,123,124,100,93,97,101,0,0,0,0,0,0,0,293,44.7,362,55.3,255,38.9,0,0,211,32.2,4,0.6,185,28.2,118,18,161,24.6,366,55.9,61.8,2016-17
2017,P.S. 114 RYDER ELEMENTARY,1,295,299,18K114,521,39,74,63,93,67,100,85,0,0,0,0,0,0,0,256,49.1,265,50.9,8,1.5,419,80.4,53,10.2,3,0.6,38,7.3,117,22.5,74,14.2,341,65.5,67.7,2016-17
2017,P.S. 115 ALEXANDER HUMBOLDT,1,286,290,06M115,531,33,79,83,87,87,71,91,0,0,0,0,0,0,0,284,53.5,247,46.5,2,0.4,5,0.9,508,95.7,2,0.4,14,2.6,94,17.7,171,32.2,521,98.1,86,2016-17
2017,P.S. 115 DANIEL MUCATEL SCHOOL,1,299,302,18K115,1014,97,140,142,148,171,164,152,0,0,0,0,0,0,0,516,50.9,498,49.1,34,3.4,840,82.8,85,8.4,13,1.3,42,4.1,175,17.3,56,5.5,483,47.6,50.1,2016-17
2017,P.S. 116 ELIZABETH L FARRELL,1,296,295,32K116,455,0,53,71,76,85,93,77,0,0,0,0,0,0,0,232,51,223,49,5,1.1,17,3.7,427,93.8,2,0.4,4,0.9,103,22.6,123,27,337,74.1,78.8,2016-17
2017,P.S. 116 MARY LINDLEY MURRAY,1,319,323,02M116,585,46,87,72,86,75,99,120,0,0,0,0,0,0,0,285,48.7,300,51.3,122,20.9,63,10.8,123,21,37,6.3,240,41,115,19.7,56,9.6,211,36.1,28.4,2016-17
2017,P.S. 117 J. KELD / BRIARWOOD SCHOOL,1,307,306,28Q117,1051,70,167,152,182,163,178,139,0,0,0,0,0,0,0,495,47.1,556,52.9,371,35.3,109,10.4,349,33.2,44,4.2,178,16.9,183,17.4,102,9.7,442,42.1,46.8,2016-17
2017,P.S. 118 LORRAINE HANSBERRY,1,289,309,29Q118,510,31,75,66,82,92,72,92,0,0,0,0,0,0,0,251,49.2,259,50.8,19,3.7,416,81.6,58,11.4,10,2,7,1.4,104,20.4,30,5.9,302,59.2,58.5,2016-17
2017,P.S. 119 AMERSFORT,1,292,298,22K119,443,36,50,49,38,94,92,84,0,0,0,0,0,0,0,202,45.6,241,54.4,65,14.7,295,66.6,65,14.7,9,2,9,2,81,18.3,46,10.4,263,59.4,61.6,2016-17
2017,P.S. 120 CARLOS TAPIA,1,298,300,14K120,450,50,67,78,64,56,66,69,0,0,0,0,0,0,0,231,51.3,219,48.7,10,2.2,90,20,340,75.6,3,0.7,7,1.6,103,22.9,61,13.6,361,80.2,85.8,2016-17
2017,P.S. 120 QUEENS,1,321,304,25Q120,1077,54,168,151,159,172,207,166,0,0,0,0,0,0,0,530,49.2,547,50.8,914,84.9,4,0.4,149,13.8,3,0.3,7,0.6,106,9.8,467,43.4,487,45.2,48,2016-17
2017,P.S. 121 NELSON A. ROCKEFELLER,1,313,311,21K121,350,18,36,39,43,41,32,45,39,28,29,0,0,0,0,163,46.6,187,53.4,60,17.1,11,3.1,144,41.1,5,1.4,130,37.1,95,27.1,73,20.9,191,54.6,63.4,2016-17
2017,P.S. 121 QUEENS,1,317,319,28Q121,939,36,123,149,176,178,149,128,0,0,0,0,0,0,0,473,50.4,466,49.6,501,53.4,168,17.9,113,12,141,15,16,1.7,119,12.7,44,4.7,745,79.3,46.5,2016-17
2017,P.S. 121 THROOP,1,292,298,11X121,945,36,125,130,174,157,167,156,0,0,0,0,0,0,0,478,50.6,467,49.4,72,7.6,553,58.5,262,27.7,9,1,49,5.2,166,17.6,59,6.2,521,55.1,63.7,2016-17
2017,P.S. 122 MAMIE FAY,1,336,339,30Q122,1366,36,177,173,189,177,178,163,116,76,81,0,0,0,0,654,47.9,712,52.1,372,27.2,80,5.9,289,21.2,63,4.6,562,41.1,148,10.8,87,6.4,684,50.1,36.6,2016-17
2017,P.S. 123,1,297,302,27Q123,703,45,119,112,120,103,110,94,0,0,0,0,0,0,0,341,48.5,362,51.5,88,12.5,403,57.3,144,20.5,51,7.3,17,2.4,147,20.9,42,6,636,90.5,59.2,2016-17
2017,P.S. 123 MAHALIA JACKSON,1,274,292,05M123,518,35,44,54,66,52,46,56,55,55,55,0,0,0,0,244,47.1,274,52.9,6,1.2,260,50.2,228,44,6,1.2,18,3.5,120,23.2,100,19.3,469,90.5,83.5,2016-17
